breakpoints,primitives,points,q_bp
0,movej_fit,"[array([2375.79751828, 1088.91023621,  747.06422293])]","[array([ 0.62686615,  0.83758351, -0.23489446,  1.67805999, -0.89688792,
        0.79555006])]"
17,movec_fit,"[array([2374.88748946, 1064.0036653 ,  734.02110631]), array([2373.23375779, 1038.58157359,  722.09337629])]","[array([ 0.62537397,  0.84953569, -0.24280134,  1.68922661, -0.9341566 ,
        0.76096114]), array([ 0.62364031,  0.86109488, -0.24999365,  1.69825194, -0.97153194,
        0.72820383])]"
34,movec_fit,"[array([2370.27557079, 1009.68134825,  710.09400308]), array([2367.27664763,  983.48313929,  700.85725269])]","[array([ 0.62217171,  0.87404235, -0.25274408,  1.69283407, -1.01642734,
        0.69765172]), array([ 0.62041831,  0.88517233, -0.25454876,  1.68669156, -1.05602567,
        0.67128157])]"
38,movec_fit,"[array([2366.47713431,  974.30312758,  698.52171987]), array([2366.27475056,  971.20454335,  697.88696228])]","[array([ 0.61899052,  0.88127319, -0.21720607,  1.60832084, -1.06507861,
        0.6758542 ]), array([ 0.61822438,  0.8800044 , -0.20487655,  1.58220927, -1.06850669,
        0.67713483])]"
41,movel_fit,"[array([2365.9166119 ,  962.62217705,  696.11234307])]","[array([ 0.61664972,  0.88080539, -0.18188829,  1.52598322, -1.08491068,
        0.66802644])]"
46,movej_fit,"[array([2365.47726168,  949.74703091,  694.93481792])]","[array([ 0.61367231,  0.88422068, -0.14813625,  1.43685901, -1.11773188,
        0.64584138])]"
52,movej_fit,"[array([2365.6490134 ,  934.17521459,  695.09581087])]","[array([ 0.61109183,  0.89387774, -0.13457451,  1.38430555, -1.15903142,
        0.61299798])]"
58,movel_fit,"[array([2365.6642378 ,  919.25828357,  696.20902566])]","[array([ 0.61013485,  0.90593742, -0.13959345,  1.37304553, -1.19616596,
        0.58752943])]"
60,movej_fit,"[array([2365.53278025,  914.32073965,  696.82975336])]","[array([ 0.61041276,  0.91112122, -0.14596483,  1.37785528, -1.20906661,
        0.57977649])]"
64,movej_fit,"[array([2365.17703958,  904.33119771,  698.03037827])]","[array([ 0.61106459,  0.92347299, -0.1593831 ,  1.3837116 , -1.23903925,
        0.5615169 ])]"
74,movel_fit,"[array([2363.51727596,  878.68914317,  701.62843981])]","[array([ 0.60993006,  0.94111083, -0.18887517,  1.41918982, -1.28419809,
        0.54125564])]"
80,movel_fit,"[array([2361.38427602,  862.57924631,  704.10848606])]","[array([ 0.60893812,  0.95176231, -0.20594684,  1.43818413, -1.31313254,
        0.52901773])]"
86,movec_fit,"[array([2359.7953748 ,  851.62846827,  705.79961256]), array([2358.90188976,  846.16966765,  706.65420228])]","[array([ 0.6074355 ,  0.95538176, -0.2125078 ,  1.44840346, -1.3268814 ,
        0.52474045]), array([ 0.60668106,  0.95716217, -0.2157403 ,  1.45345529, -1.33378134,
        0.52268121])]"
104,movec_fit,"[array([2353.4695107 ,  817.50684984,  711.22929934]), array([2348.31193725,  794.7585142 ,  714.97338206])]","[array([ 0.60185641,  0.96230124, -0.22566842,  1.47486233, -1.36439696,
        0.51554425]), array([ 0.59791801,  0.96619905, -0.23327055,  1.4915499 , -1.38901032,
        0.51049486])]"
115,movel_fit,"[array([2340.07604771,  762.11568963,  720.48338621])]","[array([ 0.5899268 ,  0.95759289, -0.21811646,  1.49616707, -1.40548812,
        0.51464983])]"
125,movec_fit,"[array([2337.36639596,  743.86105691,  723.23026497]), array([2329.11602982,  734.72896723,  725.83736885])]","[array([ 0.58496223,  0.9548568 , -0.21400598,  1.50076307, -1.4144135 ,
        0.51571483]), array([ 0.58440906,  0.94953361, -0.20542522,  1.50536855, -1.42253783,
        0.51868082])]"
127,movej_fit,"[array([2329.85651358,  724.8081641 ,  726.94109895])]","[array([ 0.58008248,  0.9424749 , -0.19414825,  1.50050953, -1.4162253 ,
        0.52380308])]"
129,movel_fit,"[array([2327.4621402 ,  719.38352959,  728.03322261])]","[array([ 0.57922012,  0.94206068, -0.19410419,  1.50469253, -1.42130238,
        0.52362668])]"
134,movej_fit,"[array([2322.7776997 ,  703.69412148,  730.82102161])]","[array([ 0.57538888,  0.93820108, -0.18723025,  1.5073233 , -1.42996243,
        0.52547583])]"
155,movel_fit,"[array([2300.9895684 ,  637.40146423,  742.79271744])]","[array([ 0.55686627,  0.90268194, -0.13180055,  1.50967143, -1.43782516,
        0.54750519])]"
158,movec_fit,"[array([2298.48771176,  630.78972066,  743.90347018]), array([2297.37378262,  627.44493195,  744.51684611])]","[array([ 0.5546824 ,  0.89625144, -0.12169768,  1.50736874, -1.43450308,
        0.5518718 ]), array([ 0.55353503,  0.89309475, -0.11682391,  1.5061843 , -1.43280068,
        0.55394014])]"
161,movej_fit,"[array([2293.94529909,  617.74546378,  746.31063905])]","[array([ 0.55134657,  0.89196375, -0.11525555,  1.51055033, -1.43991743,
        0.55403258])]"
169,movec_fit,"[array([2288.15099787,  601.40253421,  749.16926227]), array([2284.6518078 ,  591.60163361,  750.86614436])]","[array([ 0.5463838 ,  0.88059661, -0.09895252,  1.51114973, -1.43721463,
        0.56106573]), array([ 0.54338515,  0.87382089, -0.08927423,  1.51149005, -1.43556548,
        0.5652201 ])]"
173,movej_fit,"[array([2279.91312295,  578.40382111,  753.09181848])]","[array([ 0.53873114,  0.86025948, -0.07049371,  1.50960364, -1.42614444,
        0.57390278])]"
187,movel_fit,"[array([2262.88517249,  531.66774221,  760.72793787])]","[array([ 0.52414244,  0.82902531, -0.0275348 ,  1.51323306, -1.41793888,
        0.59224442])]"
211,movec_fit,"[array([2246.12031393,  486.52669951,  767.04283252]), array([2231.82958789,  448.27306105,  771.64598353])]","[array([ 0.5083523 ,  0.79057552,  0.02105129,  1.51701863, -1.39315969,
        0.61474764]), array([ 0.49441751,  0.75884948,  0.06064057,  1.51944647, -1.37153674,
        0.63279857])]"
229,movec_fit,"[array([2218.19720338,  411.84693706,  775.02265843]), array([2207.28325674,  382.65217843,  777.02222154])]","[array([ 0.47991802,  0.72526843,  0.0997058 ,  1.52330815, -1.34213678,
        0.65177002]), array([ 0.46780325,  0.69903217,  0.13000423,  1.52573136, -1.3180744 ,
        0.66635075])]"
237,movej_fit,"[array([2195.86852168,  352.51305308,  778.29584666])]","[array([ 0.45463632,  0.67127357,  0.15963623,  1.53181716, -1.28963583,
        0.68127563])]"
250,movel_fit,"[array([2177.21872458,  301.63082101,  778.70230006])]","[array([ 0.43044923,  0.62457625,  0.21143902,  1.53404329, -1.23789801,
        0.70759076])]"
