breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([1523.80664177,  200.4930439 , -305.19930995])]","[array([-1.51330894,  1.54985819, -0.0696833 , -0.7454756 , -1.3380646 ,
        0.06066836])]"
593,movel_fit,"[array([1516.88715094,  186.9861545 , -312.66321995])]","[array([-1.52165982,  1.54438704, -0.07134762, -0.74534245, -1.35614806,
        0.06096527])]"
1490,movel_fit,"[array([1504.31552155,  168.10286415, -323.31597165])]","[array([-1.52854904,  1.53435234, -0.07140934, -0.74119718, -1.385457  ,
        0.06450559])]"
2718,movel_fit,"[array([1485.68030502,  143.82595131, -339.11412156])]","[array([-1.53714342,  1.52188534, -0.07021433, -0.73534698, -1.42837419,
        0.06994628])]"
4297,movel_fit,"[array([1462.18316663,  112.98494321, -361.9989621 ])]","[array([-1.55127279,  1.50934688, -0.06828262, -0.73303098, -1.48620024,
        0.07575128])]"
5943,movel_fit,"[array([1438.82470849,   80.64563531, -387.80285806])]","[array([-1.56708621,  1.4981558 , -0.0656692 , -0.73548494, -1.54740664,
        0.08024805])]"
7397,movel_fit,"[array([1420.02977849,   51.23618512, -411.49808004])]","[array([-1.58133264,  1.48871625, -0.06295196, -0.74219716, -1.60041525,
        0.08283214])]"
8882,movel_fit,"[array([1403.03307743,   20.16344439, -436.16259097])]","[array([-1.5957107 ,  1.47858573, -0.05964029, -0.75330399, -1.65223881,
        0.08420112])]"
10653,movel_fit,"[array([1385.28906627,  -17.76144731, -465.75843298])]","[array([-1.61185186,  1.46533684, -0.05458033, -0.7712704 , -1.71055601,
        0.08441643])]"
12663,movel_fit,"[array([1367.55940231,  -61.11401146, -498.87062498])]","[array([-1.62798891,  1.44926517, -0.04666088, -0.79685968, -1.77274005,
        0.08362092])]"
14621,movel_fit,"[array([1352.2533941 , -103.3098431 , -529.90352889])]","[array([-1.64134793,  1.43319383, -0.03642663, -0.82680545, -1.82938689,
        0.08195653])]"
16434,movel_fit,"[array([1339.74394644, -142.40580228, -557.07451681])]","[array([-1.65188713,  1.41854003, -0.02444265, -0.85918949, -1.8783949 ,
        0.07970047])]"
18107,movel_fit,"[array([1329.61689122, -178.52863445, -580.36125254])]","[array([-1.66020077,  1.40538588, -0.01110396, -0.89303218, -1.92037405,
        0.07695734])]"
19660,movel_fit,"[array([1321.52770567, -212.15622342, -600.09348986])]","[array([-1.66688177,  1.39352872,  0.00336987, -0.92786322, -1.95618809,
        0.07387528])]"
21091,movel_fit,"[array([1315.2607965 , -243.22327629, -616.32761433])]","[array([-1.67227508,  1.38286788,  0.01863085, -0.96271411, -1.98618986,
        0.07068137])]"
22393,movel_fit,"[array([1310.5613914 , -271.5160823 , -629.06328097])]","[array([-1.67657231,  1.37347213,  0.03428033, -0.99648715, -2.0109643 ,
        0.06764786])]"
23581,movel_fit,"[array([1307.13998544, -297.2873691 , -638.57814687])]","[array([-1.68000023,  1.36526105,  0.05017629, -1.02878542, -2.0315442 ,
        0.06494888])]"
24691,movel_fit,"[array([1304.78201454, -321.24959587, -645.32872057])]","[array([-1.68284464,  1.35793335,  0.06655156, -1.06003475, -2.04901713,
        0.06264143])]"
25747,movel_fit,"[array([1303.42763439, -343.84247714, -649.61033296])]","[array([-1.68534015,  1.35118869,  0.08360891, -1.09049996, -2.06391702,
        0.06077008])]"
26761,movel_fit,"[array([1303.08981784, -365.22905746, -651.62079607])]","[array([-1.68768698,  1.34478999,  0.10145117, -1.12017343, -2.0764448 ,
        0.05939491])]"
27730,movel_fit,"[array([1303.78928414, -385.24049135, -651.49601103])]","[array([-1.69001245,  1.33863501,  0.11995151, -1.14863781, -2.08662455,
        0.05860528])]"
28650,movel_fit,"[array([1305.50311449, -403.69231216, -649.38887758])]","[array([-1.69239776,  1.33270907,  0.13893749, -1.17549533, -2.09460698,
        0.05847526])]"
29522,movel_fit,"[array([1308.18934795, -420.51359568, -645.44258725])]","[array([-1.69489039,  1.32702264,  0.15831596, -1.20056653, -2.10067209,
        0.05905291])]"
30351,movel_fit,"[array([1311.81159177, -435.72177414, -639.78379647])]","[array([-1.69753052,  1.32157398,  0.17807698, -1.22385109, -2.1051225 ,
        0.0603627 ])]"
31149,movel_fit,"[array([1316.37692619, -449.46144365, -632.47817747])]","[array([-1.70038686,  1.31629426,  0.19839293, -1.24557678, -2.10822409,
        0.06242869])]"
31928,movel_fit,"[array([1321.92762811, -461.84933998, -623.53672077])]","[array([-1.70353904,  1.31108815,  0.21948345, -1.26596062, -2.11014077,
        0.06528967])]"
32695,movel_fit,"[array([1328.49011718, -472.89480959, -612.98011452])]","[array([-1.70705683,  1.30587843,  0.2414645 , -1.28507119, -2.11096241,
        0.06898078])]"
33454,movel_fit,"[array([1336.05775306, -482.55275883, -600.8356144 ])]","[array([-1.71099424,  1.30061066,  0.26436953, -1.30290457, -2.1107712 ,
        0.07352305])]"
34204,movel_fit,"[array([1344.54769154, -490.71924337, -587.17401307])]","[array([-1.71535819,  1.29528734,  0.28806884, -1.31936857, -2.10969188,
        0.07889287])]"
