breakpoints,primitives,points,q_bp
0,moveabsj_fit,"[array([ 1456.13236265, -1294.3902916 ,   239.14520611])]","[array([-0.8470638 ,  0.66307147,  0.1947258 , -2.73627704, -0.64149022,
       -2.16232761])]"
4234,movec_fit,"[array([ 1420.39317333, -1177.19680507,   305.84308886]), array([ 1403.35740698, -1083.74666902,   385.739516  ])]","[array([-0.84883631,  0.63237758,  0.19784672, -2.69353789, -0.83107402,
       -2.25559497]), array([-0.83237731,  0.56908246,  0.231899  , -2.68477499, -0.9228093 ,
       -2.26467406])]"
7063,movec_fit,"[array([ 1400.15577738, -1048.16086407,   425.90031021]), array([ 1400.01135539, -1019.58195392,   461.57438182])]","[array([-0.82899083,  0.55971524,  0.21942445, -2.67432646, -0.99503135,
       -2.30091194]), array([-0.82536244,  0.55243175,  0.20756373, -2.66493859, -1.05479968,
       -2.31665479])]"
8994,movec_fit,"[array([ 1400.46820584, -1000.42663499,   489.57330359]), array([1401.7014734 , -982.55696655,  518.34779373])]","[array([-0.8238269 ,  0.54569222,  0.20028179, -2.65384188, -1.09521988,
       -2.33302866]), array([-0.82211733,  0.54022035,  0.19080507, -2.64340126, -1.13646805,
       -2.34792349])]"
10910,movec_fit,"[array([1403.93271865, -965.49993953,  547.3444223 ]), array([1406.81197753, -949.44726687,  576.7389686 ])]","[array([-0.8198169 ,  0.53290742,  0.1831888 , -2.63290111, -1.17267953,
       -2.35881792]), array([-0.81737811,  0.52676054,  0.17379278, -2.62266781, -1.20934153,
       -2.36863225])]"
12830,movec_fit,"[array([1410.19791404, -934.2182374 ,  606.69052635]), array([1414.05230268, -919.86473013,  636.97654346])]","[array([-0.81434299,  0.51944279,  0.16472515, -2.61315612, -1.24281533,
       -2.38067574]), array([-0.81121873,  0.51320072,  0.15400198, -2.60380621, -1.27671838,
       -2.39179218])]"
14705,movec_fit,"[array([1418.18785078, -906.49094239,  666.74015581]), array([1422.57893241, -893.79126451,  696.74492747])]","[array([-0.80742848,  0.50625161,  0.14346193, -2.59612189, -1.30718009,
       -2.40273244]), array([-0.80360944,  0.50021449,  0.13155018, -2.58846101, -1.33798076,
       -2.41301783])]"
16386,movec_fit,"[array([1426.69828772, -882.81101197,  723.92322934]), array([1430.97200179, -872.19548822,  751.09116197])]","[array([-0.79962161,  0.49406805,  0.12068903, -2.58270468, -1.36366072,
       -2.42309583]), array([-0.79558678,  0.48863855,  0.10891478, -2.5768805 , -1.38943931,
       -2.43277999])]"
19039,movec_fit,"[array([1439.09048705, -853.13977715,  801.97297568]), array([1444.65915596, -840.56947829,  837.63966753])]","[array([-0.78693903,  0.47747668,  0.08613651, -2.56849932, -1.43387357,
       -2.45114874]), array([-0.78096574,  0.4707699 ,  0.06860009, -2.56261569, -1.46502028,
       -2.46343888])]"
20911,movec_fit,"[array([1449.38066667, -829.85076837,  868.36671201]), array([1453.99487001, -819.08852845,  899.09242363])]","[array([-0.77491448,  0.46338773,  0.05376403, -2.55975193, -1.48853719,
       -2.47446367]), array([-0.76880219,  0.4564975 ,  0.03829383, -2.55669032, -1.51205528,
       -2.48519774])]"
