breakpoints,primitives,points,q_bp
0,movej_fit,"[array([1444.95364907, -248.15321364, 1037.38704402])]","[array([ 0.08590015,  0.09681549,  0.284212  ,  2.56393046, -1.34467981,
       -3.03201378])]"
451,movej_fit,"[array([1452.65458505, -252.39360266, 1034.51980902])]","[array([ 0.08313297,  0.10418902,  0.27899117,  2.56207537, -1.34175819,
       -3.03184646])]"
1295,movel_fit,"[array([1467.11778299, -260.25937579, 1029.07017939])]","[array([ 0.07864734,  0.11862969,  0.26907356,  2.55731971, -1.33719265,
       -3.03217519])]"
2292,movel_fit,"[array([1484.23096884, -269.39161593, 1022.45764082])]","[array([ 0.07472532,  0.13690387,  0.25719678,  2.54904704, -1.33359135,
       -3.03387869])]"
3292,movel_fit,"[array([1501.4234679 , -278.37880602, 1015.66291547])]","[array([ 0.07214908,  0.15643931,  0.24510617,  2.53803334, -1.33182634,
       -3.03689808])]"
4292,movel_fit,"[array([1518.63083196, -287.2030184 , 1008.69509047])]","[array([ 0.07085263,  0.1771414 ,  0.23288755,  2.52430781, -1.33188229,
       -3.04118815])]"
5298,movel_fit,"[array([1535.9501048 , -295.92079182, 1001.50835662])]","[array([ 0.07075304,  0.19911108,  0.22051973,  2.50778471, -1.33375162,
       -3.04673297])]"
6312,movel_fit,"[array([1553.40283464, -304.55751163,  994.07665548])]","[array([ 0.0717592 ,  0.22236506,  0.20805273,  2.48844469, -1.33742012,
       -3.0534892 ])]"
7336,movel_fit,"[array([1571.01130313, -313.14067385,  986.3752244 ])]","[array([ 0.07375166,  0.24690576,  0.19554436,  2.46631989, -1.34284789,
       -3.06138554])]"
8377,movel_fit,"[array([1588.88008718, -321.74367792,  978.33958758])]","[array([ 0.0765874 ,  0.27283201,  0.18300018,  2.44139684, -1.3499867 ,
       -3.07035747])]"
9446,movel_fit,"[array([1607.18058216, -330.47585419,  969.87213132])]","[array([ 0.08010213,  0.30032066,  0.17037684,  2.41362301, -1.35878839,
       -3.08034407])]"
10564,movel_fit,"[array([1626.24938044, -339.53246537,  960.79309646])]","[array([ 0.08411547,  0.3297651 ,  0.1575061 ,  2.38277287, -1.36924487,
       -3.09132966])]"
11773,movel_fit,"[array([1646.77787148, -349.29010481,  950.74434365])]","[array([ 0.08843612,  0.36204952,  0.14395362,  2.34817435, -1.38148079,
       -3.10342062])]"
13148,movel_fit,"[array([1669.99985509, -360.41710548,  939.09422265])]","[array([ 0.09277067,  0.39874055,  0.1288438 ,  2.30861492, -1.39574942,
       -3.11681514])]"
14516,movel_fit,"[array([1692.98496371, -371.62019145,  927.38944738])]","[array([ 0.09587042,  0.43446902,  0.11372773,  2.2708072 , -1.40926992,
       -3.12894618])]"
15626,movel_fit,"[array([1711.58382588, -380.886501  ,  917.96605613])]","[array([ 0.09709826,  0.46223096,  0.1009698 ,  2.24272852, -1.41883622,
       -3.13728832])]"
16522,movel_fit,"[array([1726.60099398, -388.51229977,  910.51285637])]","[array([ 0.09714669,  0.48355892,  0.09010244,  2.22234916, -1.42525476,
       -3.14282562])]"
17286,movel_fit,"[array([1739.42857395, -395.14043954,  904.33731185])]","[array([ 0.09644576,  0.50079267,  0.08024607,  2.20703581, -1.42954646,
       -3.14650263])]"
17964,movel_fit,"[array([1750.84691695, -401.1317046 ,  899.05063612])]","[array([ 0.09521635,  0.51523299,  0.07092928,  2.19530681, -1.43227867,
       -3.14885184])]"
18582,movel_fit,"[array([1761.29322162, -406.69170509,  894.43245156])]","[array([ 0.09356592,  0.52760392,  0.06187934,  2.18636878, -1.43375943,
       -3.15014503])]"
19158,movel_fit,"[array([1771.07011981, -411.96524132,  890.33434544])]","[array([ 0.09154917,  0.53838402,  0.05290137,  2.17972002, -1.43417442,
       -3.15054885])]"
19703,movel_fit,"[array([1780.35480428, -417.03858903,  886.66995183])]","[array([ 0.08919175,  0.54784979,  0.04387669,  2.1750933 , -1.43362386,
       -3.15014738])]"
20225,movel_fit,"[array([1789.28185211, -421.97952256,  883.37572821])]","[array([ 0.08649983,  0.55619749,  0.03470859,  2.1723254 , -1.43216454,
       -3.14898641])]"
20725,movel_fit,"[array([1797.86714564, -426.79393821,  880.43453072])]","[array([ 0.08349359,  0.56348912,  0.02540877,  2.17134877, -1.42984214,
       -3.14709721])]"
21215,movel_fit,"[array([1806.31180972, -431.59420614,  877.76672608])]","[array([ 0.08011395,  0.56993015,  0.01578029,  2.17211314, -1.4266336 ,
       -3.1444521 ])]"
21715,movej_fit,"[array([1814.94600395, -436.58417479,  875.27623318])]","[array([ 0.07618717,  0.57573487,  0.0054256 ,  2.174796  , -1.42234853,
       -3.14087672])]"
22253,movej_fit,"[array([1824.25738514, -442.04351062,  872.86463015])]","[array([ 0.07138353,  0.58108185, -0.00634003,  2.18001974, -1.41654282,
       -3.13597321])]"
22844,movej_fit,"[array([1834.48724163, -448.17487076,  870.53709761])]","[array([ 0.06532872,  0.58581396, -0.01999537,  2.18881052, -1.40863834,
       -3.12919657])]"
23403,movej_fit,"[array([1844.14525269, -454.10817602,  868.64466462])]","[array([ 0.05873334,  0.58910298, -0.0336274 ,  2.20046699, -1.39956107,
       -3.12127601])]"
23881,movej_fit,"[array([1852.36831797, -459.29799979,  867.23802493])]","[array([ 0.05236354,  0.59100664, -0.04577603,  2.21313529, -1.39056022,
       -3.11328056])]"
24303,movel_fit,"[array([1859.57384661, -463.97592407,  866.12048104])]","[array([ 0.04613464,  0.59199183, -0.05679856,  2.22647346, -1.38165164,
       -3.10524723])]"
24796,movel_fit,"[array([1867.97487134, -469.54402639,  865.01097135])]","[array([ 0.0381153 ,  0.59237082, -0.07002507,  2.24461247, -1.37017725,
       -3.09470049])]"
25325,movel_fit,"[array([1876.89243103, -475.67547352,  863.97396729])]","[array([ 0.02844626,  0.59176972, -0.08452219,  2.26758352, -1.35644637,
       -3.08178716])]"
25863,movel_fit,"[array([1885.86597458, -482.07515685,  863.0656974 ])]","[array([ 0.01744602,  0.59020309, -0.09944257,  2.29459718, -1.34112115,
       -3.06698115])]"
26410,movel_fit,"[array([1894.86521451, -488.76469276,  862.23671786])]","[array([ 0.00498344,  0.58771234, -0.1145844 ,  2.32584543, -1.32422827,
       -3.05017857])]"
26955,movel_fit,"[array([1903.69544371, -495.61636153,  861.46480289])]","[array([-0.00872762,  0.58449533, -0.12942906,  2.36059481, -1.30629594,
       -3.03174552])]"
27499,movel_fit,"[array([1912.36265825, -502.64185329,  860.69627999])]","[array([-0.02363969,  0.58076663, -0.14375841,  2.39848888, -1.28757836,
       -3.01181851])]"
28039,movel_fit,"[array([1920.81339494, -509.79344272,  859.89086032])]","[array([-0.03951272,  0.57681853, -0.15729582,  2.43870948, -1.26855521,
       -2.99076986])]"
28577,movel_fit,"[array([1929.08181358, -517.08196672,  859.0018955 ])]","[array([-0.05615108,  0.57293932, -0.16994246,  2.48058446, -1.24958189,
       -2.96889176])]"
